Opp_ID,Account_Name,Industry,Region,Amount,Stage,Lead_Source,Sales_Notes,Created_Date
OPP-24214,Williams Inc,AI,APAC,155370,Discovery,Webinar,Decision maker is hesitant about the pricing structure.,2025-12-31
OPP-24215,Andersen Inc,Logistics,AMER,145553,Discovery,G2 Review,"Budget is approved, but they need an API integration for Python.",2025-03-28
OPP-24216,Brown-Alvarez,HealthTech,AMER,134966,Negotiation,Webinar,Technical gap: missing multi-currency support in the dashboard.,2025-04-20
OPP-24217,Williams-Church,AI,AMER,41066,Qualification,Webinar,"Great call, but internal restructuring might delay the sign-off.",2026-03-04
OPP-24218,Mccall-Larson,AI,AMER,155095,Closed Won,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2025-04-08
OPP-24219,"Quinn, Davis and Castro",AI,EMEA,198493,Proposal,G2 Review,Technical gap: missing multi-currency support in the dashboard.,2025-11-24
OPP-24220,Marks Inc,AI,APAC,44311,Discovery,G2 Review,Technical gap: missing multi-currency support in the dashboard.,2026-03-13
OPP-24221,Snow-Reyes,SaaS,EMEA,162064,Discovery,G2 Review,"Great call, but internal restructuring might delay the sign-off.",2025-06-21
OPP-24222,Roy Inc,HealthTech,APAC,167059,Discovery,Webinar,Technical gap: missing multi-currency support in the dashboard.,2025-08-11
OPP-24223,Freeman Ltd,Retail,EMEA,194464,Qualification,Webinar,Technical gap: missing multi-currency support in the dashboard.,2026-02-17
OPP-24224,Lopez-Butler,SaaS,APAC,156357,Proposal,Partner,Customer requested a 15% discount; Finance approval pending.,2026-03-01
OPP-24225,"Roberts, Nguyen and Clark",FinTech,AMER,43079,Discovery,Partner,Decision maker is hesitant about the pricing structure.,2025-05-22
OPP-24226,"Murray, Booth and Williams",FinTech,AMER,105739,Qualification,LinkedIn,They are comparing us to a local competitor in Berlin.,2025-08-11
OPP-24227,Harvey-Jones,Retail,AMER,206226,Qualification,Webinar,Technical gap: missing multi-currency support in the dashboard.,2026-02-14
OPP-24228,"Schultz, Mcdaniel and Smith",Logistics,APAC,219623,Closed Lost,G2 Review,Technical gap: missing multi-currency support in the dashboard.,2025-11-06
OPP-24229,Jones PLC,Logistics,EMEA,226706,Negotiation,Cold Outbound,"Highly motivated, looking to close by the end of Q3.",2025-04-03
OPP-24230,Chapman-Gentry,AI,EMEA,20559,Closed Won,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2025-06-10
OPP-24231,Tran Inc,HealthTech,EMEA,35902,Negotiation,LinkedIn,"Budget is approved, but they need an API integration for Python.",2025-06-02
OPP-24232,"Patel, Thomas and Ward",Retail,EMEA,138759,Negotiation,Cold Outbound,Customer requested a 15% discount; Finance approval pending.,2026-01-17
OPP-24233,Ayala Group,FinTech,AMER,184327,Negotiation,G2 Review,"Highly motivated, looking to close by the end of Q3.",2025-03-19
OPP-24234,Rogers-Keith,HealthTech,EMEA,142143,Discovery,Webinar,Technical gap: missing multi-currency support in the dashboard.,2026-01-28
OPP-24235,Ford-Walker,AI,APAC,126326,Closed Lost,Cold Outbound,Customer requested a 15% discount; Finance approval pending.,2025-06-13
OPP-24236,Owens Ltd,AI,AMER,211035,Qualification,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-07-19
OPP-24237,"Leonard, Cohen and Smith",Logistics,AMER,125597,Closed Won,Partner,They are comparing us to a local competitor in Berlin.,2025-10-17
OPP-24238,Hall-Scott,Retail,APAC,18509,Discovery,G2 Review,"Highly motivated, looking to close by the end of Q3.",2025-08-03
OPP-24239,Morrow-Pearson,AI,EMEA,66793,Discovery,Cold Outbound,Technical gap: missing multi-currency support in the dashboard.,2025-12-22
OPP-24240,Bradford-Martinez,Retail,AMER,49909,Closed Won,Partner,"Highly motivated, looking to close by the end of Q3.",2025-12-31
OPP-24241,Dunn-Lewis,AI,AMER,94695,Proposal,Cold Outbound,"Great call, but internal restructuring might delay the sign-off.",2025-12-25
OPP-24242,Peterson Ltd,Retail,AMER,236815,Proposal,Cold Outbound,"Budget is approved, but they need an API integration for Python.",2026-02-11
OPP-24243,Howell-Bryant,HealthTech,EMEA,75702,Proposal,Webinar,"Highly motivated, looking to close by the end of Q3.",2025-12-17
OPP-24244,Phillips PLC,SaaS,AMER,51581,Closed Won,Cold Outbound,Customer requested a 15% discount; Finance approval pending.,2025-04-06
OPP-24245,"Wiley, Rice and Hudson",Logistics,AMER,129559,Proposal,Webinar,Technical gap: missing multi-currency support in the dashboard.,2025-04-17
OPP-24246,Montoya LLC,HealthTech,EMEA,133935,Qualification,LinkedIn,Customer requested a 15% discount; Finance approval pending.,2025-11-29
OPP-24247,"Moore, Rodriguez and Carney",FinTech,AMER,241163,Proposal,Webinar,Technical gap: missing multi-currency support in the dashboard.,2026-01-04
OPP-24248,Davis-Edwards,FinTech,APAC,227952,Negotiation,G2 Review,"Budget is approved, but they need an API integration for Python.",2025-05-03
OPP-24249,Brewer-Smith,SaaS,APAC,72301,Closed Lost,G2 Review,"Great call, but internal restructuring might delay the sign-off.",2025-08-31
OPP-24250,Tanner-Rocha,SaaS,EMEA,207047,Discovery,Webinar,Technical gap: missing multi-currency support in the dashboard.,2025-05-25
OPP-24251,"Camacho, May and Wang",FinTech,EMEA,97928,Qualification,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2025-11-29
OPP-24252,Smith LLC,Retail,EMEA,135194,Closed Won,Webinar,"Budget is approved, but they need an API integration for Python.",2025-04-29
OPP-24253,Moody LLC,AI,AMER,52365,Discovery,Webinar,They are comparing us to a local competitor in Berlin.,2026-02-14
OPP-24254,Smith-White,FinTech,AMER,145334,Negotiation,LinkedIn,Customer requested a 15% discount; Finance approval pending.,2025-11-29
OPP-24255,"Holland, Sanchez and Welch",SaaS,AMER,172358,Proposal,Cold Outbound,They are comparing us to a local competitor in Berlin.,2025-05-11
OPP-24256,Long PLC,HealthTech,AMER,119621,Negotiation,Partner,Decision maker is hesitant about the pricing structure.,2026-01-13
OPP-24257,Hart-Newman,Retail,EMEA,178277,Discovery,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2026-01-05
OPP-24258,Davis-Williams,AI,APAC,131710,Qualification,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-08-01
OPP-24259,Novak-King,SaaS,EMEA,36970,Discovery,LinkedIn,Technical gap: missing multi-currency support in the dashboard.,2025-12-14
OPP-24260,"Griffin, Mills and Ramsey",Retail,AMER,96056,Discovery,Partner,Decision maker is hesitant about the pricing structure.,2026-01-10
OPP-24261,Richardson-Thomas,Retail,EMEA,61088,Qualification,Cold Outbound,"Great call, but internal restructuring might delay the sign-off.",2025-12-16
OPP-24262,Oneal Ltd,AI,APAC,74439,Proposal,Cold Outbound,"Highly motivated, looking to close by the end of Q3.",2026-01-02
OPP-24263,Erickson Ltd,HealthTech,APAC,239852,Discovery,LinkedIn,Technical gap: missing multi-currency support in the dashboard.,2025-07-04
OPP-24264,"Christensen, Li and Price",FinTech,EMEA,136157,Closed Won,Webinar,Customer requested a 15% discount; Finance approval pending.,2025-09-07
OPP-24265,Richards Ltd,AI,AMER,174638,Negotiation,Cold Outbound,"Highly motivated, looking to close by the end of Q3.",2025-08-08
OPP-24266,Snyder Ltd,Retail,AMER,204152,Discovery,Cold Outbound,Customer requested a 15% discount; Finance approval pending.,2025-04-04
OPP-24267,Meza LLC,HealthTech,EMEA,26637,Proposal,Webinar,Decision maker is hesitant about the pricing structure.,2025-08-25
OPP-24268,Cervantes and Sons,AI,AMER,28003,Closed Won,Partner,Technical gap: missing multi-currency support in the dashboard.,2025-06-14
OPP-24269,Alexander-Sanchez,SaaS,APAC,191268,Negotiation,Webinar,"Great call, but internal restructuring might delay the sign-off.",2025-06-11
OPP-24270,"Mendoza, Brown and Jones",Retail,AMER,147586,Negotiation,Webinar,"Highly motivated, looking to close by the end of Q3.",2025-09-10
OPP-24271,"Sanchez, Kelly and Wheeler",FinTech,AMER,18286,Qualification,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-04-16
OPP-24272,King-Mcfarland,Retail,EMEA,204208,Qualification,Webinar,Technical gap: missing multi-currency support in the dashboard.,2025-05-15
OPP-24273,Campos-Goodwin,Retail,AMER,142417,Closed Lost,Partner,"Highly motivated, looking to close by the end of Q3.",2025-03-23
OPP-24274,Mann-Elliott,AI,EMEA,32104,Closed Won,G2 Review,"Budget is approved, but they need an API integration for Python.",2025-11-04
OPP-24275,Thompson-Roberts,AI,AMER,51575,Negotiation,LinkedIn,Technical gap: missing multi-currency support in the dashboard.,2025-05-19
OPP-24276,Robertson-Carroll,SaaS,AMER,41110,Discovery,Partner,Customer requested a 15% discount; Finance approval pending.,2026-01-20
OPP-24277,Delgado-Jennings,FinTech,EMEA,132786,Discovery,G2 Review,"Budget is approved, but they need an API integration for Python.",2025-11-03
OPP-24278,Torres and Sons,HealthTech,APAC,157313,Closed Lost,Cold Outbound,"Great call, but internal restructuring might delay the sign-off.",2025-06-28
OPP-24279,"Peterson, Malone and Forbes",AI,APAC,224683,Negotiation,Webinar,Decision maker is hesitant about the pricing structure.,2025-03-22
OPP-24280,Rodriguez-Roberts,Retail,AMER,204493,Closed Won,Cold Outbound,Decision maker is hesitant about the pricing structure.,2025-05-01
OPP-24281,"Valencia, Rivas and Bishop",AI,APAC,154402,Negotiation,G2 Review,They are comparing us to a local competitor in Berlin.,2025-08-13
OPP-24282,"Williams, Hobbs and Humphrey",AI,AMER,208187,Closed Lost,Partner,"Great call, but internal restructuring might delay the sign-off.",2025-03-16
OPP-24283,Walker-Lee,SaaS,APAC,161195,Discovery,Webinar,"Great call, but internal restructuring might delay the sign-off.",2026-03-10
OPP-24284,Baker-Howe,HealthTech,EMEA,211093,Closed Lost,LinkedIn,Customer requested a 15% discount; Finance approval pending.,2025-05-31
OPP-24285,Valencia-Flores,Logistics,AMER,15996,Negotiation,Cold Outbound,"Budget is approved, but they need an API integration for Python.",2026-02-13
OPP-24286,Allison-Conley,HealthTech,APAC,201860,Qualification,Cold Outbound,They are comparing us to a local competitor in Berlin.,2025-06-30
OPP-24287,White Inc,SaaS,AMER,104751,Proposal,Partner,"Highly motivated, looking to close by the end of Q3.",2025-08-09
OPP-24288,Gould Inc,FinTech,EMEA,149702,Negotiation,Partner,Customer requested a 15% discount; Finance approval pending.,2026-01-06
OPP-24289,Clark Inc,Logistics,EMEA,46845,Proposal,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-10-05
OPP-24290,Mitchell-Roth,AI,APAC,223828,Proposal,LinkedIn,They are comparing us to a local competitor in Berlin.,2025-08-30
OPP-24291,"Woods, Christensen and Garcia",Logistics,EMEA,24271,Proposal,Cold Outbound,"Highly motivated, looking to close by the end of Q3.",2025-11-24
OPP-24292,Patterson-Allen,HealthTech,AMER,243600,Closed Won,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-05-16
OPP-24293,Owens PLC,FinTech,EMEA,55160,Discovery,G2 Review,Customer requested a 15% discount; Finance approval pending.,2025-04-14
OPP-24294,Riley LLC,HealthTech,EMEA,223319,Discovery,Webinar,"Great call, but internal restructuring might delay the sign-off.",2025-05-17
OPP-24295,Sampson-White,FinTech,EMEA,38280,Proposal,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-09-24
OPP-24296,Vaughn PLC,FinTech,AMER,94290,Closed Lost,G2 Review,"Budget is approved, but they need an API integration for Python.",2025-10-19
OPP-24297,Jones-Davies,Retail,APAC,136501,Discovery,LinkedIn,Decision maker is hesitant about the pricing structure.,2026-02-07
OPP-24298,"Austin, Mccarthy and Mitchell",FinTech,APAC,81441,Closed Won,Cold Outbound,Decision maker is hesitant about the pricing structure.,2025-07-11
OPP-24299,Hernandez-Brown,FinTech,AMER,68067,Discovery,G2 Review,"Highly motivated, looking to close by the end of Q3.",2025-06-08
OPP-24300,"Long, Chung and Taylor",HealthTech,APAC,53990,Proposal,Partner,"Budget is approved, but they need an API integration for Python.",2026-01-21
OPP-24301,Sharp Ltd,Retail,AMER,225691,Discovery,Webinar,Decision maker is hesitant about the pricing structure.,2025-04-10
OPP-24302,Martinez-Roberson,FinTech,EMEA,47706,Proposal,Partner,"Budget is approved, but they need an API integration for Python.",2026-02-19
OPP-24303,"Jones, Thompson and Lee",SaaS,EMEA,227475,Proposal,Webinar,"Great call, but internal restructuring might delay the sign-off.",2025-05-08
OPP-24304,Wilson and Sons,HealthTech,APAC,16395,Closed Lost,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-05-14
OPP-24305,Wu Inc,Retail,APAC,114382,Discovery,Cold Outbound,"Budget is approved, but they need an API integration for Python.",2026-03-01
OPP-24306,Richards and Sons,Retail,AMER,237468,Closed Won,Webinar,"Budget is approved, but they need an API integration for Python.",2026-02-14
OPP-24307,Hughes LLC,Logistics,APAC,108199,Qualification,Webinar,"Great call, but internal restructuring might delay the sign-off.",2025-12-15
OPP-24308,Murphy-Bryant,Logistics,EMEA,44586,Closed Won,Cold Outbound,Customer requested a 15% discount; Finance approval pending.,2025-07-21
OPP-24309,"Carr, Cooper and Montoya",Logistics,EMEA,28548,Negotiation,LinkedIn,They are comparing us to a local competitor in Berlin.,2025-04-24
OPP-24310,Vaughn-Curry,HealthTech,APAC,241647,Closed Won,Cold Outbound,Customer requested a 15% discount; Finance approval pending.,2025-11-09
OPP-24311,"Jefferson, Bullock and Mccann",HealthTech,APAC,79655,Qualification,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-05-12
OPP-24312,"Stafford, Bauer and Mosley",HealthTech,EMEA,190250,Discovery,Webinar,"Budget is approved, but they need an API integration for Python.",2025-11-14
OPP-24313,Perry-Knight,SaaS,APAC,38703,Proposal,Partner,"Budget is approved, but they need an API integration for Python.",2026-01-06
OPP-24314,Walton and Sons,AI,AMER,137182,Proposal,Webinar,They are comparing us to a local competitor in Berlin.,2026-02-23
OPP-24315,Perez LLC,HealthTech,APAC,246470,Closed Lost,LinkedIn,Technical gap: missing multi-currency support in the dashboard.,2025-10-05
OPP-24316,Bell Group,SaaS,AMER,195474,Negotiation,Webinar,Decision maker is hesitant about the pricing structure.,2025-11-26
OPP-24317,Smith Group,FinTech,AMER,33593,Proposal,Partner,Technical gap: missing multi-currency support in the dashboard.,2025-11-23
OPP-24318,"Gates, Avila and Farmer",AI,AMER,78977,Closed Won,G2 Review,They are comparing us to a local competitor in Berlin.,2025-08-15
OPP-24319,Underwood LLC,Retail,APAC,237003,Closed Lost,LinkedIn,"Budget is approved, but they need an API integration for Python.",2025-07-18
OPP-24320,Gamble and Sons,FinTech,AMER,207884,Negotiation,Partner,Customer requested a 15% discount; Finance approval pending.,2025-05-03
OPP-24321,Jackson Group,SaaS,EMEA,79185,Discovery,LinkedIn,"Budget is approved, but they need an API integration for Python.",2025-08-17
OPP-24322,"May, Crane and Haynes",Retail,EMEA,194935,Closed Lost,Cold Outbound,"Highly motivated, looking to close by the end of Q3.",2025-03-27
OPP-24323,Davidson PLC,SaaS,EMEA,77788,Negotiation,LinkedIn,Technical gap: missing multi-currency support in the dashboard.,2025-07-07
OPP-24324,Walker PLC,SaaS,AMER,157724,Proposal,Webinar,They are comparing us to a local competitor in Berlin.,2025-08-13
OPP-24325,Martinez Ltd,HealthTech,AMER,86156,Qualification,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2025-03-28
OPP-24326,Schwartz-Lewis,FinTech,EMEA,248867,Discovery,LinkedIn,Decision maker is hesitant about the pricing structure.,2026-01-14
OPP-24327,Mays-Ramirez,HealthTech,APAC,203044,Qualification,Partner,"Highly motivated, looking to close by the end of Q3.",2025-03-19
OPP-24328,"Gill, Brown and Hurley",HealthTech,AMER,244700,Negotiation,Cold Outbound,Customer requested a 15% discount; Finance approval pending.,2025-05-01
OPP-24329,Garcia-Wilson,HealthTech,EMEA,121266,Discovery,G2 Review,Decision maker is hesitant about the pricing structure.,2026-02-24
OPP-24330,Moss-Cox,Retail,AMER,73751,Proposal,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-11-20
OPP-24331,Gomez PLC,SaaS,AMER,116656,Closed Lost,Cold Outbound,"Great call, but internal restructuring might delay the sign-off.",2026-02-21
